    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      1.25000
    -5.40000      2.50000
    -5.00000      2.50000
    -4.60000      2.50000
    -4.20000      5.00000
    -3.80000     15.00000
    -3.40000     13.75000
    -3.00000     15.00000
    -2.60000     23.75000
    -2.20000     23.75000
    -1.80000     33.75000
    -1.40000     26.25000
    -1.00000     38.75000
    -0.60000     41.25000
    -0.20000     45.00000
     0.20000     41.25000
     0.60000     20.00000
     1.00000     47.50000
     1.40000     28.75000
     1.80000     31.25000
     2.20000     17.50000
     2.60000     35.00000
     3.00000     15.00000
     3.40000     12.50000
     3.80000     16.25000
     4.20000     11.25000
     4.60000      6.25000
     5.00000      2.50000
     5.40000      2.50000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      2.50000
    -5.40000      8.75000
    -5.00000     17.50000
    -4.60000     26.25000
    -4.20000     36.25000
    -3.80000     48.75000
    -3.40000     73.75000
    -3.00000     76.25000
    -2.60000     96.25000
    -2.20000    113.75000
    -1.80000     96.25000
    -1.40000    100.00000
    -1.00000    116.25000
    -0.60000    131.25000
    -0.20000    132.50000
     0.20000    135.00000
     0.60000    121.25000
     1.00000    120.00000
     1.40000     98.75000
     1.80000    116.25000
     2.20000     71.25000
     2.60000     71.25000
     3.00000     72.50000
     3.40000     61.25000
     3.80000     57.50000
     4.20000     47.50000
     4.60000     22.50000
     5.00000     11.25000
     5.40000      6.25000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      2.50000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
