      1      1    643   12.8482        7   7   1   6   1   6
  2112    0.000    0.000    -99.996  0.940    -6.09     3.11    -0.14     0.00
  2112    0.000    0.000    -99.996  0.940    -3.55    -0.02    -0.19     0.00
  2212    0.000    0.000     99.996  0.940     7.04    -6.32     0.19     0.00
  2112    0.000    0.000    -99.996  0.940    -7.92     3.64    -0.26     0.00
  2112    0.000    0.000    -99.996  0.940   -10.24     5.41    -0.26     0.00
  2112    0.000    0.000    -99.996  0.940    -9.43     4.85    -0.17     0.00
  2112    0.000    0.000    -99.996  0.940    -9.48     5.51    -0.25     0.00
  2112    0.000    0.000    -99.996  0.940    -3.47    -1.05    -0.20     0.00
  2112    0.000    0.000    -99.996  0.940    -1.86     2.49    -0.17     0.00
  2112    0.000    0.000    -99.996  0.940    -8.38     4.42    -0.19     0.00
  2112    0.000    0.000    -99.996  0.940    -2.16     4.09    -0.20     0.00
  2112    0.000    0.000    -99.996  0.940    -5.13    -5.38    -0.21     0.00
  2112    0.000    0.000    -99.996  0.940   -10.85     0.31    -0.19     0.00
  2112    0.000    0.000    -99.996  0.940    -6.50    -7.01    -0.16     0.00
  2112    0.000    0.000    -99.996  0.940    -9.60     2.77    -0.21     0.00
  2112    0.000    0.000    -99.996  0.940    -4.28    -6.81    -0.15     0.00
  2112    0.000    0.000    -99.996  0.940    -6.85     0.88    -0.21     0.00
  2112    0.000    0.000    -99.996  0.940    -8.76    -1.13    -0.14     0.00
  2212    0.000    0.000     99.996  0.940     8.53    -0.87     0.16     0.00
  2112    0.000    0.000    -99.996  0.940    -4.91     6.49    -0.19     0.00
  2112    0.000    0.000    -99.996  0.940    -4.94    -5.13    -0.25     0.00
  2112    0.000    0.000    -99.996  0.940    -7.83     4.26    -0.22     0.00
  2112    0.000    0.000    -99.996  0.940    -5.14    -1.71    -0.22     0.00
  2112    0.000    0.000    -99.996  0.940    -3.89    -4.41    -0.23     0.00
  2112    0.000    0.000     99.996  0.940     4.61     3.91     0.25     0.00
  2112    0.000    0.000    -99.996  0.940    -9.11    -0.11    -0.15     0.00
  2112    0.000    0.000    -99.996  0.940   -11.34     2.55    -0.21     0.00
  2112    0.000    0.000    -99.996  0.940    -7.14     0.89    -0.16     0.00
  2112    0.000    0.000    -99.996  0.940    -9.13     1.98    -0.22     0.00
  2112    0.000    0.000    -99.996  0.940   -13.56     3.83    -0.26     0.00
  2112    0.000    0.000    -99.996  0.940    -8.72     2.95    -0.25     0.00
